Timestamp,Peak
2022-09-13 11:12:48.493,-77.65
2022-09-13 11:12:48.993,-78
2022-09-13 11:12:49.493,-77.37
2022-09-13 11:12:49.994,-77.59
2022-09-13 11:12:50.494,-77.82
2022-09-13 11:12:50.995,-77.65
2022-09-13 11:12:51.495,-77.48
2022-09-13 11:12:51.995,-77.51
2022-09-13 11:12:52.496,-78.08
2022-09-13 11:12:52.996,-77.54
2022-09-13 11:12:53.496,-77.77
2022-09-13 11:12:53.997,-77.53
2022-09-13 11:12:54.497,-77.9
2022-09-13 11:12:54.998,-76.96
2022-09-13 11:12:55.500,-77.3
2022-09-13 11:12:55.999,-77.78
2022-09-13 11:12:56.499,-77.72
2022-09-13 11:12:57.000,-77.71
2022-09-13 11:12:57.501,-77.7
2022-09-13 11:12:58.002,-77.6
2022-09-13 11:12:58.503,-77.46
2022-09-13 11:12:59.004,-77.31
2022-09-13 11:12:59.505,-77.99
2022-09-13 11:13:00.005,-77.71
2022-09-13 11:13:00.506,-78.03
2022-09-13 11:13:01.008,-42.56
2022-09-13 11:13:01.507,-40.56
2022-09-13 11:13:02.007,-38.34
2022-09-13 11:13:02.508,-44.59
2022-09-13 11:13:03.008,-40.7
2022-09-13 11:13:03.509,-47.13
2022-09-13 11:13:04.009,-77.53
2022-09-13 11:13:04.509,-77.51
2022-09-13 11:13:05.010,-77.88
2022-09-13 11:13:05.511,-77.13
2022-09-13 11:13:06.011,-77.65
2022-09-13 11:13:06.512,-77.88
2022-09-13 11:13:07.012,-77.75
2022-09-13 11:13:07.513,-77.9
2022-09-13 11:13:08.013,-77.58
2022-09-13 11:13:08.513,-77.8
2022-09-13 11:13:09.014,-77.75
2022-09-13 11:13:09.514,-77.47
2022-09-13 11:13:10.015,-77.75
2022-09-13 11:13:10.515,-77.55
2022-09-13 11:13:11.015,-77.85
2022-09-13 11:13:11.516,-77.8
2022-09-13 11:13:12.017,-77.92
2022-09-13 11:13:12.517,-77.66
2022-09-13 11:13:13.017,-77.61
2022-09-13 11:13:13.518,-77.68
2022-09-13 11:13:14.018,-77.47
2022-09-13 11:13:14.519,-77.71
2022-09-13 11:13:15.019,-77.64
2022-09-13 11:13:15.519,-78.17
2022-09-13 11:13:16.020,-77.9
2022-09-13 11:13:16.520,-77.65
2022-09-13 11:13:17.021,-77.46
2022-09-13 11:13:17.521,-77.63
2022-09-13 11:13:18.022,-77.45
2022-09-13 11:13:18.522,-77.76
2022-09-13 11:13:19.023,-77.66
2022-09-13 11:13:19.523,-77.59
2022-09-13 11:13:20.024,-77.47
2022-09-13 11:13:20.524,-77.75
2022-09-13 11:13:21.025,-77.44
2022-09-13 11:13:21.525,-77.58
2022-09-13 11:13:22.026,-77.83
2022-09-13 11:13:22.526,-77.26
2022-09-13 11:13:23.027,-77.55
2022-09-13 11:13:23.527,-77.42
2022-09-13 11:13:24.028,-77.41
2022-09-13 11:13:24.528,-77.65
2022-09-13 11:13:25.029,-77.54
2022-09-13 11:13:25.529,-77.56
2022-09-13 11:13:26.030,-77.33
2022-09-13 11:13:26.530,-77.43
2022-09-13 11:13:27.030,-77.64
2022-09-13 11:13:27.531,-77.32
2022-09-13 11:13:28.031,-77.49
2022-09-13 11:13:28.532,-77.69
2022-09-13 11:13:29.032,-77.71
2022-09-13 11:13:29.533,-77.37
2022-09-13 11:13:30.034,-77.52
2022-09-13 11:13:30.534,-77.64
2022-09-13 11:13:31.035,-42.84
2022-09-13 11:13:31.536,-40.94
2022-09-13 11:13:32.035,-45.4
2022-09-13 11:13:32.536,-40.89
2022-09-13 11:13:33.036,-40.3
2022-09-13 11:13:33.537,-78.06
2022-09-13 11:13:34.037,-77.94
2022-09-13 11:13:34.537,-77.81
2022-09-13 11:13:35.038,-77.94
2022-09-13 11:13:35.539,-77.42
2022-09-13 11:13:36.039,-77.77
2022-09-13 11:13:36.539,-77.12
2022-09-13 11:13:37.040,-77.67
2022-09-13 11:13:37.540,-77.38
2022-09-13 11:13:38.041,-77.76
2022-09-13 11:13:38.541,-77.61
2022-09-13 11:13:39.042,-77.59
2022-09-13 11:13:39.542,-77.89
2022-09-13 11:13:40.043,-77.07
2022-09-13 11:13:40.544,-77.57
2022-09-13 11:13:41.044,-77.75
2022-09-13 11:13:41.544,-77.51
2022-09-13 11:13:42.045,-77.14
2022-09-13 11:13:42.545,-77.74
2022-09-13 11:13:43.046,-77.53
2022-09-13 11:13:43.546,-77.5
2022-09-13 11:13:44.046,-77.5
2022-09-13 11:13:44.547,-77.71
2022-09-13 11:13:45.047,-77.19
2022-09-13 11:13:45.548,-77.31
2022-09-13 11:13:46.049,-77.38
2022-09-13 11:13:46.549,-77.76
2022-09-13 11:13:47.049,-77.73
2022-09-13 11:13:47.550,-76.73
2022-09-13 11:13:48.050,-77.8
2022-09-13 11:13:48.551,-77.9
2022-09-13 11:13:49.051,-77.7
2022-09-13 11:13:49.552,-77.61
2022-09-13 11:13:50.052,-77.73
2022-09-13 11:13:50.553,-77.57
2022-09-13 11:13:51.054,-77.72
2022-09-13 11:13:51.554,-77.58
2022-09-13 11:13:52.056,-78.1
2022-09-13 11:13:52.555,-77.56
2022-09-13 11:13:53.055,-77.38
2022-09-13 11:13:53.557,-77.66
2022-09-13 11:13:54.057,-77.43
2022-09-13 11:13:54.557,-77.77
2022-09-13 11:13:55.057,-77.88
2022-09-13 11:13:55.558,-77.52
2022-09-13 11:13:56.058,-77.89
2022-09-13 11:13:56.559,-77.66
2022-09-13 11:13:57.059,-77.51
2022-09-13 11:13:57.560,-77.63
2022-09-13 11:13:58.060,-77.33
2022-09-13 11:13:58.560,-77.51
2022-09-13 11:13:59.062,-77.87
2022-09-13 11:13:59.561,-41.17
2022-09-13 11:14:00.062,-44.79
2022-09-13 11:14:00.562,-44.4
2022-09-13 11:14:01.063,-46.07
2022-09-13 11:14:01.563,-45.24
2022-09-13 11:14:02.064,-57.1
2022-09-13 11:14:02.564,-77.69
2022-09-13 11:14:03.065,-77.56
2022-09-13 11:14:03.565,-77.57
2022-09-13 11:14:04.066,-77.85
2022-09-13 11:14:04.566,-77.7
2022-09-13 11:14:05.067,-77.84
2022-09-13 11:14:05.567,-77.74
2022-09-13 11:14:06.068,-77.55
2022-09-13 11:14:06.568,-77.89
2022-09-13 11:14:07.069,-77.81
2022-09-13 11:14:07.569,-77.49
2022-09-13 11:14:08.070,-77.81
2022-09-13 11:14:08.570,-77.86
2022-09-13 11:14:09.070,-77.83
2022-09-13 11:14:09.571,-78.07
2022-09-13 11:14:10.071,-78.02
2022-09-13 11:14:10.572,-78.01
2022-09-13 11:14:11.072,-78.24
2022-09-13 11:14:11.573,-77.74
2022-09-13 11:14:12.073,-77.62
2022-09-13 11:14:12.574,-78.29
2022-09-13 11:14:13.075,-77.73
2022-09-13 11:14:13.575,-77.68
2022-09-13 11:14:14.075,-77.77
2022-09-13 11:14:14.576,-77.91
2022-09-13 11:14:15.076,-77.55
2022-09-13 11:14:15.576,-77.54
2022-09-13 11:14:16.077,-77.43
2022-09-13 11:14:16.577,-77.89
2022-09-13 11:14:17.079,-77.7
2022-09-13 11:14:17.578,-77.91
2022-09-13 11:14:18.079,-77.62
2022-09-13 11:14:18.579,-77.69
2022-09-13 11:14:19.080,-77.84
2022-09-13 11:14:19.582,-77.34
2022-09-13 11:14:20.081,-78.09
2022-09-13 11:14:20.581,-77.73
2022-09-13 11:14:21.081,-77.79
2022-09-13 11:14:21.583,-78.16
2022-09-13 11:14:22.082,-77.7
2022-09-13 11:14:22.584,-77.84
2022-09-13 11:14:23.083,-77.95
2022-09-13 11:14:23.584,-77.3
2022-09-13 11:14:24.085,-77.24
2022-09-13 11:14:24.585,-76.69
2022-09-13 11:14:25.086,-77.63
2022-09-13 11:14:25.586,-77.15
2022-09-13 11:14:26.086,-77.7
2022-09-13 11:14:26.587,-78.03
2022-09-13 11:14:27.087,-76.88
2022-09-13 11:14:27.588,-77.29
2022-09-13 11:14:28.088,-77.94
2022-09-13 11:14:28.589,-77.58
2022-09-13 11:14:29.089,-77.57
2022-09-13 11:14:29.590,-77.45
2022-09-13 11:14:30.090,-77.68
2022-09-13 11:14:30.591,-77.8
2022-09-13 11:14:31.091,-48.16
2022-09-13 11:14:31.592,-46.55
2022-09-13 11:14:32.092,-50.69
2022-09-13 11:14:32.592,-50.27
2022-09-13 11:14:33.093,-47.9
2022-09-13 11:14:33.594,-74.84
2022-09-13 11:14:34.094,-77.69
2022-09-13 11:14:34.594,-77.87
2022-09-13 11:14:35.096,-77.51
2022-09-13 11:14:35.596,-77.48
2022-09-13 11:14:36.096,-77.78
2022-09-13 11:14:36.597,-77.48
2022-09-13 11:14:37.097,-77.86
2022-09-13 11:14:37.597,-77.85
2022-09-13 11:14:38.098,-77.57
2022-09-13 11:14:38.598,-77.75
2022-09-13 11:14:39.099,-77.47
2022-09-13 11:14:39.599,-77.57
2022-09-13 11:14:40.099,-77.2
2022-09-13 11:14:40.601,-77.19
2022-09-13 11:14:41.100,-77.66
2022-09-13 11:14:41.601,-77.87
2022-09-13 11:14:42.103,-77.22
2022-09-13 11:14:42.602,-77.51
2022-09-13 11:14:43.102,-77.69
2022-09-13 11:14:43.603,-77.48
2022-09-13 11:14:44.105,-77.74
2022-09-13 11:14:44.604,-77.81
2022-09-13 11:14:45.104,-77.87
2022-09-13 11:14:45.605,-77.28
2022-09-13 11:14:46.106,-77.4
2022-09-13 11:14:46.606,-77.38
2022-09-13 11:14:47.106,-77.96
2022-09-13 11:14:47.607,-77.23
2022-09-13 11:14:48.107,-77.68
2022-09-13 11:14:48.608,-77.47
2022-09-13 11:14:49.108,-77.57
2022-09-13 11:14:49.609,-77.71
